Nama Pengguna;Skor (Bintang);Ulasan Teks;Tanggal Ulasan;Balasan Pengembang;Jumlah Like;ID Ulasan
Kartika Fauziah;2;tiba tiba pagi ini gabisa cek saldo dan mutasi. gak bisa transaksi juga, sedang perbaikan atau bagaimana ini?;2025-09-29 00:16:26;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;0317ee7b-bb5e-4b5c-a39b-dfda53e0924f
Anis Beb;3;apakah tgl 29/9/2025 ini MBCA trouble?;2025-09-29 00:16:16;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;5c6cef28-2601-4fb2-b76c-04bf02d56619
siipratamayuda;3;Masih pagi sinyal full, diganti pakai Wifi juga udh tetap aja gak bisa cek saldo gak bisa beli token gara gara lampu indikator selalu merah. tolong diperbaiki;2025-09-29 00:15:47;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;cf6525e2-b6fb-48a6-be0a-9b8d1514a06d
Muhammad Agustiadi;1;ini aplikasi kenapa dah pada saat mau cek saldo muter mulu dan aris pun ga bisa padahal paket kouta ada;2025-09-29 00:15:38;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;f1a1d33a-fa4f-449b-9527-b6fddb257b41
Alif Firman;5;BCA MOBILE SEDANG GANGGUAN KAH KOK MAU TRASFER GA BISA;2025-09-29 00:15:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;15ffa9bc-726e-4bad-aca6-09242b52160e
Valzu Ya;5;APLIKASI INI SANGAT BERGUNA, DAN SANGAT CANGGIH.;2025-09-29 00:15:11;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;f4fe5db7-07c9-4410-a915-764a0883fcd9
adi setiawan;1;Error;2025-09-29 00:15:02;We apologize for the inconvenience. We previously reported issues, and BCA analysts have confirmed that these issues have now resolved. We recommend that you try again periodically.;0;87a62395-2fee-4c49-8240-5e9c20eff50b
wahyu;1;bca ngaco 2 jam ketahan apk ga bisa di pake transaksi padahal indokator hijau tapi muter² doang kacauu;2025-09-29 00:14:48;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;51a72245-7502-4c60-9d2c-99d71fec4315
All Panji Masira;3;Ngeselin, sering banget pas mau transaksi pake QR tapi lampu indikator merah terus😌;2025-09-29 00:14:29;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;5ebd1ff8-59ff-4685-a518-26d587e5936f
Lukman Nulhakim;1;jelek mempersulit , LEBIH BAGUS BRI BRIMO;2025-09-29 00:13:42;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;9c7783d4-7e58-4f54-8a07-cdc3ca89621b
Firman Stratocaster;1;setelah di update error, nyusahin aja !!!;2025-09-29 00:12:18;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;19210f62-9825-4396-b866-640bc187a3e4
Sambeng Bakung;2;aplikasi kurang lancar loading terlalu lama lampu hijau minim;2025-09-29 00:12:04;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;754fdf17-47c2-46ad-975e-a1cbec433c21
Cici Ferianti;2;kok pagi ini buka bca mobile merah terus ya;2025-09-29 00:11:13;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;32605f68-29de-4155-b686-2f632bbb65d3
Firman Syah;5;sangat membantu;2025-09-29 00:11:08;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;d825d92b-8e1b-4516-a130-c4772bc26005
zakaria ansori;1;APLIKASI APA INI, SERING BANGET EROR NGGAK BISA MASUK LAH LAMPU MERAH TERUS LAH;2025-09-29 00:10:57;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;108fc8bc-b91e-4c7f-a0dc-25b70ab29787
Uci Sopianti;4;sering susah log in;2025-09-29 00:10:12;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;af4adcef-218a-4394-8930-e8d9b3e085cd
Adi Putra;3;Apakah bca mobile hari ini eror.di buka buat ngecek tidak bisa;2025-09-29 00:10:01;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;174eccbe-0505-43e6-b95c-2bc24bb17947
Addan Sulaiman;2;knp ko gabisa di gunakan pagi ini;2025-09-29 00:09:56;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;9cd32ba4-1de7-4e15-9aff-b8a0c5598eee
adiyansah army;1;susah sekali orang mau tf aja susah error mulu;2025-09-29 00:09:44;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;a418409f-918c-40f6-ab5d-5e997abbdc52
Baldaeni Gabel;4;Ada Apa Dgn BCA ko punya saya gk bisa masuk, Lampu merah terus, Susah Mw Cex Saldo + Ambil uang.. haduh Mana inimah tanpa kartu pula, jadi Ribett bngt;2025-09-29 00:09:34;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;63913cf1-09f0-49f5-a91f-2c2301a842d4
Yosep Afuk;5;mau ganti apk MyBCA aja;2025-09-29 00:09:32;Apabila Bapak/Ibu ingin menggunakan aplikasi myBCA silakan dapat download aplikasi myBCA di App Store atau Play Store, kemudian melakukan registrasi BCA ID.;0;2f4face2-1ead-4b64-ae67-90dfd5f3f7e9
Yulia Setiorini;3;Serba tergantung lampu hijau. padahal enternet ada. tapi lampu sering gak hijau hijau. merah kalo gak biru terus. jadi mengganggu transaksi bikin telatt;2025-09-29 00:09:29;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b2a0b95a-4df0-4903-9d9b-ddb2c0a92e96
Muhammad Arinda Revaldo;1;KALAU ERROR CEPAT DI FIX! RUGI WAKTU;2025-09-29 00:09:26;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;2d827da0-df31-4885-bd8e-3a23b220f0b0
ainun gonzaga;3;kenapa indikator nya selalu merah, apakah masih ada kendala?;2025-09-29 00:08:54;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;fb108523-ac6a-4ff4-89d8-e2329050c882
Agus Herri P;1;Pagi Ini M-BCA GANGGUAN... PARAH;2025-09-29 00:08:46;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;439f6311-3c85-426b-852d-a9b7cce89cb2
Juniawan Galih;5;sangat membantu;2025-09-29 00:08:21;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;63fbbf32-aa67-429b-b090-b58240ebf7c4
Opo Anane;1;29 September 25 pagi ini bca mobile lemot;2025-09-29 00:07:40;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b92ccff6-1ead-476e-bf75-c7a5de3c676d
Wati Rajab;3;kenapa tidak bisa di buka?pdhl tidak d gangguan internet, indikator terus di merah.. buka apk yg lain² tidak ada masalah;2025-09-29 00:07:31;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;7aa2ff07-e1e6-4bc9-ad6d-f5971d55b9f6
Kang Leon;3;ini BCA kenapa lagi ko GK bisa lihat saldo dan GK bisa transfer padahal lampu indikatornya warna hijau;2025-09-29 00:07:22;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;8cb70a46-43b1-4233-9774-5af62c6c5760
Aditya Nurcholiez;1;Sering merah barnya, mau transaksi susah;2025-09-29 00:07:16;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;cee2642c-7dcb-435c-b602-6198b53b304b
Reza Nuary;2;ini lagi ada gangguan kah...aplikasi error dari subuh ga ada informasi;2025-09-29 00:07:12;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;1830a91c-6d5c-44d0-8843-e297ed7a8cc4
Wes Mumet;1;lagi mendesak ga bisa login... gimna ini parah;2025-09-29 00:06:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;32be20e4-676f-4184-bdde-fd0677baa8de
Linda Kurniaaty;1;Makin kesini BCA ngga kompeten sekali ... perkara pagi pagi cek saldo aja susah bgt loading Mulu, padahal kuota aja penuh . perbaiki dong .;2025-09-29 00:06:10;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;a2ef2489-4bd6-4a4a-a578-07d782d3fafa
Timor;5;goodjob;2025-09-29 00:05:51;Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.;0;d9f2ae7a-842c-4ca9-8e4f-5eb407617fca
saipul rifki;1;sending teross ni aplikasi, udah seharian nungguin tetep aja sending;2025-09-29 00:05:25;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;563ca044-a9eb-4b91-92fe-4768d627393a
Mirna Rismawati;1;aplikasinya kenapa si gabisa Mulu sinyal udah ganti ganti udah di instal dan un instal gabisa;2025-09-29 00:04:28;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;9682da55-e2a9-49af-8a1e-1bb6b590ba33
Jli Nsx;2;Makin ngga jelas nih aplikasi bca. Udah sekian lama download dihp, baru hari ini minta uninstall alasannya aplikasi tdk resmi, begitu didownload ulang malah ngga bisa login, tidak ada internet apa sih... sy mau transaksi malah kepending. Apa lagi sih yg diupdate² pakai vermuk aja udah cukup aman. Makin ribet deh!!;2025-09-29 00:04:27;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;1;572ee0de-ef74-47ce-a312-ebf750733dbf
Surahmat Nhanan;5;👍👍👍;2025-09-29 00:03:28;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;fe5e8e09-4cb5-4564-ac48-2d0668ff0452
achmad nur;1;konfirmasinya bagaimana ini, tallback sudah di off sesuai arahan tapi masih tetap force close....😰😰😰;2025-09-29 00:03:25;Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Untuk kendala force close, dapat masuk ke Pengaturan, pilih Aplikasi atau Pengelola Aplikasi (opsi ini mungkin berbeda, bergantung pada perangkat yg dimiliki), pilih semua aplikasi dan pilih ‘BCA mobile’, buka detail aplikasi pilih tombol ‘Paksa Berhenti’ pilih tombol ‘Hapus Singgahan’ dan ‘Hapus Data’.;0;6cac0d9a-1187-48ee-8a14-3c65441708c7
Wane 40;1;indikator merah terus gimana mau transaksi;2025-09-29 00:02:16;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;3ee9f7b2-1b4d-441c-a1e0-e15022f800f3
wisnu&lia wibowo;3;ini kenapa yaa merah terus;2025-09-29 00:00:48;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;16b6689c-6ff6-468b-be2d-3290e946a0c3
Ria Maesaroh;1;Sekarang sering eror mbaking nya, apalagi kalo pagi, jadi bikin susah, sudah di kasir gak bisa bayar gara2 lampu indikator eror, padahal jaringan stabil;2025-09-29 00:00:44;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;1;4024f272-5761-49bd-ab0b-540fc5974f3f
Dewi Agustina;1;M Banking error kah hari ini ?;2025-09-29 00:00:36;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b55d3ee6-5640-4ef6-9ee6-a751bd3a3f7d
Arian Wardana;1;kenapa setiap dibutuhin gabisa akses MBCA???? youtube ig vcall lancar tapi buat buka MBCA ko merah terus????? TOLONG DIPERBAIKI TERIMAKASIH;2025-09-28 23:59:55;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;2dd6924d-ef3c-4360-b9bd-8b6308b494a8
A. Hafid ReadOne;1;Tidak bisa login mbanking, tidak bisa mybca, tidak bisa masuk web bca, sudah pakai wifi, sudah pakai data;2025-09-28 23:59:27;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;f82113d5-2aa1-4e93-8b99-10e02a4a8b89
Owen Alvaritzy;1;Hallo developer , mau tanya mbangking lagi maintenance k?;2025-09-28 23:59:10;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;884adf7d-f27b-4a08-9b22-53e6b2b5d79f
Nero channel;1;suka eror;2025-09-28 23:59:04;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;e443064b-3136-4be2-b150-577387c387f2
Harry Anggara;3;semenjak mbanking update 2 bulan lalu, aplikasi terasa berat, dan lama merespon, padahal sinyal bagus;2025-09-28 23:58:28;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;48c8144c-bcda-4aa1-bd8f-cf7f869bfbc0
Rasyid Ramdhan;5;knp sering error;2025-09-28 23:58:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;bbd87594-76f3-4405-8f97-110272330e31
hendrokurniawan kurniawan;1;kenapa tidak bisa daftar selalu gagal;2025-09-28 23:58:09;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;16b3f4a1-f1e2-456a-a79c-a5bbda403fda
Sutrisno;3;ini kenapa bca mobile eror kak;2025-09-28 23:57:25;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;636e9e29-ebcf-4eb6-8f8a-db07422bf007
Bernard Beer7;5;kadang error;2025-09-28 23:57:06;Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.;0;751e4142-053b-4ae4-b07a-13f7ab70b3a6
Linda Rosa;5;tidak bisa buka aplikasi;2025-09-28 23:56:14;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;1b4ec87b-bbe2-44f0-b635-a3a78e837f11
